2.10701	12
2.10721	5
2.21409	24
2.2255	5
2.22568	5
2.24125	6
2.25052	8
2.3493	5
2.35245	5
2.35457	5
2.35542	5
2.37303	6
2.37603	5
2.38817	5
2.39195	5
2.39346	10
2.39429	5
2.4119	6
2.4149	5
2.42703	5
2.43081	5
2.4323	5
2.43316	5
2.45844	8
2.48787	6
2.49344	5
2.49429	10
2.5176	5
2.51866	5
2.51958	7
2.52693	7
2.53327	7
2.53581	7
2.53672	7
2.54407	7
2.54895	7
2.55107	7
2.55226	12
2.55314	7
2.56049	7
2.58943	7
2.59154	7
2.5927	7
2.59361	7
2.60096	7
2.60689	7
2.6083	7
2.60924	7
2.61006	12
2.622	7
2.62577	5
2.62631	7
2.6274	7
2.62825	7
2.63531	5
2.63963	7
2.64239	7
2.6434	7
2.64427	7
2.65762	7
2.65862	7
2.65951	12
2.67089	7
2.67281	7
2.67429	7
2.6753	7
2.67617	7
2.68565	7
2.68913	7
2.69073	7
2.69188	7
2.69277	7
2.70422	12
2.70695	7
2.70796	7
2.70883	7
2.72037	7
2.72253	7
2.72374	7
2.7247	7
2.73209	7
2.73883	7
2.73995	7
2.74085	12
2.75052	7
2.75379	7
2.75537	7
2.75649	7
2.75736	7
2.76876	7
2.77153	7
2.77248	7
2.77333	7
2.78274	5
2.78419	7
2.78613	12
2.78754	32
2.78782	7
2.78895	7
2.78984	7
2.79692	5
2.79955	7
2.80364	7
2.80477	7
2.80579	7
2.81721	7
2.81913	7
2.82062	12
2.8216	7
2.82245	7
2.83335	7
2.83611	7
2.83747	7
2.83837	7
2.84552	7
2.85138	7
2.85297	7
2.85411	7
2.85501	12
2.8647	7
2.86833	7
2.86992	7
2.87087	7
2.87825	7
2.88485	7
2.88609	7
2.88708	7
2.89452	7
2.90037	7
2.90191	12
2.90307	7
2.90399	7
2.91546	7
2.91825	7
2.9193	7
2.9202	7
2.93113	7
2.9339	7
2.93512	7
2.93609	7
2.94349	5
2.9437	12
2.94995	7
2.95764	11
2.95974	15
2.96099	15
2.96198	15
2.96941	15
2.98168	23
2.98707	31
2.99134	31
2.99243	31
2.99664	40
3.0002	35
3.00161	39
3.01406	43
3.01577	43
3.01671	47
3.02367	47
3.02519	47
3.02623	47
3.02713	47
3.03668	55
3.03821	60
3.04583	63
3.05228	63
3.05553	67
3.05689	71
3.0687	75
3.07083	75
3.07691	79
3.07888	79
3.0867	87
3.09283	87
3.09918	92
3.10109	87
3.10232	87
3.10328	87
3.11645	87
3.1175	87
3.12509	87
3.12612	87
3.12714	87
3.12802	87
3.14093	87
3.14146	92
3.14862	87
3.14987	87
3.15088	87
3.16405	87
3.1649	87
3.16606	87
3.16696	87
3.17412	87
3.18081	87
3.18205	87
3.18307	92
3.19048	87
3.1971	87
3.19826	87
3.19916	87
3.21205	87
3.21828	87
