2.10701	12
2.10721	5
2.21398	4
2.22513	5
2.22531	5
2.22966	5
2.23107	5
2.24107	6
2.33152	5
2.33246	5
2.33326	5
2.34408	5
2.34641	5
2.34782	5
2.34876	5
2.34958	10
2.36095	5
2.37095	6
2.44708	5
2.44817	5
2.44902	5
2.4661	6
2.46788	5
2.46882	5
2.46976	5
2.47055	5
2.4814	10
2.48372	5
2.5089	10
2.54868	7
2.54959	7
2.56732	7
2.57611	7
2.57728	7
2.57818	7
2.58553	7
2.5918	7
2.59295	12
2.5938	7
2.60111	7
2.60678	7
2.60758	7
2.64498	8
2.66043	7
2.66854	7
2.67822	7
2.68147	7
2.6832	7
2.68419	12
2.68498	7
2.69582	7
2.69793	5
2.69888	7
2.69984	7
2.70066	7
2.70745	5
2.71152	7
2.71427	7
2.71547	7
2.71643	7
2.72383	7
2.73021	12
2.73137	7
2.7323	7
2.73967	7
2.74528	7
2.74686	7
2.74798	7
2.74885	7
2.75615	7
2.78081	7
2.78247	7
2.7835	12
2.78434	7
2.79605	7
2.79845	7
2.79938	7
2.80675	7
2.81166	7
2.8138	7
2.81499	7
2.81592	7
2.81642	12
2.82342	12
2.8293	7
2.83076	7
2.83174	7
2.83259	7
2.84558	7
2.84667	7
2.84761	7
2.85498	7
2.86058	7
2.86215	7
2.86329	12
2.86412	7
2.87642	5
2.87661	7
2.87803	7
2.87919	7
2.88009	7
2.88719	5
2.89146	7
2.89342	7
2.89491	7
2.89593	7
2.89681	7
2.90923	12
2.91101	7
2.91206	7
2.91296	7
2.92266	7
2.92599	7
2.92763	7
2.92881	7
2.92974	7
2.9421	7
2.94373	7
2.94491	12
2.94579	7
2.95806	7
2.95969	7
2.96087	7
2.9618	7
2.96916	7
2.97523	7
2.97671	7
2.97757	7
2.98898	7
2.99095	12
2.9925	7
2.99347	7
3.00088	7
3.00499	7
3.00839	7
3.00944	7
3.01034	7
3.02127	7
3.02371	7
3.02523	7
3.0263	12
3.02718	7
3.03415	5
3.04009	7
3.04137	7
3.04242	7
3.04332	7
3.05014	5
3.05483	7
3.05724	7
3.05836	7
3.05926	7
3.07109	7
3.07306	12
3.07426	7
3.07523	7
3.08279	7
3.08845	7
3.09007	7
3.09122	7
3.09213	7
3.10186	7
3.10622	7
3.10723	7
3.10813	12
3.11899	7
3.1214	7
3.12288	7
3.12389	7
3.12476	7
3.13799	7
3.13904	7
3.14001	7
3.14742	7
3.15381	7
3.15517	12
3.15614	7
3.16357	7
3.16854	7
3.17074	7
3.17206	7
3.17299	7
3.18453	7
3.18684	7
3.18806	7
3.18903	7
3.19643	5
3.19664	12
3.20309	7
3.20427	7
3.21579	11
3.21799	11
3.21923	11
3.22692	15
3.2329	15
3.23441	15
3.24196	23
3.24874	23
3.25628	32
3.26151	31
3.26283	31
3.2637	35
3.27621	35
