2.22966	2920	4380
2.34408	4380	5840
2.36095	5840	7300
2.46788	7300	8760
2.4814	8760	10220
2.56732	10220	11680
2.57611	11680	13140
2.58553	13140	14600
2.5918	14600	16060
2.60111	16060	17520
2.60678	17520	18980
2.67822	18980	20440
2.69582	20440	21900
2.71152	21900	23360
2.72383	23360	24820
2.73021	24820	26280
2.73967	26280	27740
2.74528	27740	29200
2.75615	29200	30660
2.78081	30660	32120
2.79605	32120	33580
2.80675	33580	35040
2.82342	35040	36500
2.8293	36500	37960
2.84558	37960	40880
2.85498	40880	42340
2.86058	42340	43800
2.87661	43800	45260
2.89146	45260	46720
2.90923	46720	48180
2.92266	48180	49640
2.9421	49640	51100
2.95806	51100	52560
2.96916	52560	54020
2.97523	54020	55480
2.98898	55480	56940
3.00088	56940	58400
3.02127	58400	59860
3.03992	59860	62780
3.05501	62780	64240
3.0668	64240	65700
3.07283	65700	67160
3.08792	67160	68620
3.10179	68620	70080
3.12163	70080	73000
3.13779	73000	75920
3.14753	75920	77380
3.15331	77380	78840
3.16844	78840	80300
3.18044	80300	81760
3.18691	81760	83220
3.19671	83220	84680
3.20227	84680	86140
3.20868	86140	43070
3.21102	43070	21535
3.21736	21535	10767
3.21888	10767	5383
3.22863	5383	2920
3.38218	2920	4380
3.3917	4380	2920
3.51811	2920	4380
3.54271	4380	5840
3.58818	5840	7300
3.63013	7300	8760
3.8733	8760	10220
4.11225	10220	11680
4.34231	11680	13140
4.48428	13140	14600
4.69641	14600	16060
4.83687	16060	17520
5.03384	17520	18980
5.19096	18980	20440
5.37911	20440	21900
5.54645	21900	23360
5.72703	23360	24820
5.88771	24820	26280
6.08759	26280	27740
6.32435	27740	29200
6.53607	29200	30660
6.76972	30660	32120
6.98462	32120	33580
7.21053	33580	35040
7.47967	35040	36500
7.77291	36500	37960
8.02422	37960	39420
8.30258	39420	40880
8.56258	40880	42340
8.83553	42340	43800
9.15792	43800	45260
9.47405	45260	46720
9.84618	46720	48180
10.1373	48180	49640
10.4898	49640	51100
10.8452	51100	52560
11.1337	52560	26280
11.1361	26280	27740
11.3104	27740	13870
11.3122	13870	15330
11.3271	15330	7665
11.3749	7665	9125
11.4124	9125	10585
11.6137	10585	12045
11.8071	12045	13505
11.9884	13505	14965
12.2132	14965	16425
12.3698	16425	17885
12.5873	17885	19345
12.7773	19345	20805
12.9472	20805	22265
13.1735	22265	23725
13.3202	23725	25185
13.5031	25185	26645
13.6815	26645	28105
13.891	28105	29565
14.1317	29565	31025
14.3892	31025	32485
14.5992	32485	33945
14.8262	33945	35405
15.046	35405	36865
15.2783	36865	38325
15.5438	38325	39785
15.8699	39785	41245
16.1413	41245	42705
16.4175	42705	44165
16.7241	44165	45625
16.9917	45625	47085
17.3199	47085	48545
17.6239	48545	50005
17.9948	50005	51465
18.2527	51465	25732
18.2536	25732	27192
18.3987	27192	28652
18.4469	28652	14326
18.478	14326	15786
18.578	15786	17246
18.7908	17246	18706
18.9623	18706	20166
19.1168	20166	21626
19.2819	21626	23086
19.4412	23086	24546
19.613	24546	26006
19.8183	26006	27466
19.9989	27466	28926
