2.22966	0	0.122445
2.23107	0.122445	0.113855
2.33152	0.113855	0.101869
2.33246	0.101869	0.102808
2.33326	0.102808	0.103603
2.34408	0.103603	0.11442
2.34641	0.11442	0.116759
2.34782	0.116759	0.118169
2.34876	0.118169	0.119108
2.34958	0.119108	0.119929
2.36095	0.119929	0.109877
2.44708	0.109877	0.103001
2.44817	0.103001	0.104097
2.44902	0.104097	0.104943
2.4661	0.104943	0.112021
2.46788	0.112021	0.108293
2.46882	0.108293	0.107872
2.46976	0.107872	0.108811
2.47055	0.108811	0.109605
2.4814	0.109605	0.120449
2.48372	0.120449	0.112771
2.5089	0.112771	0.103616
2.54868	0.103616	0.101604
2.54959	0.101604	0.102513
2.56732	0.102513	0.108304
2.57611	0.108304	0.108237
2.57728	0.108237	0.109398
2.57818	0.109398	0.110307
2.58553	0.110307	0.116713
2.5918	0.116713	0.110403
2.59295	0.110403	0.111555
2.5938	0.111555	0.112401
2.60111	0.112401	0.119713
2.60678	0.119713	0.123063
2.60758	0.123063	0.113863
2.64498	0.113863	0.110569
2.66043	0.110569	0.100836
2.66854	0.100836	0.101223
2.67822	0.101223	0.110896
2.68147	0.110896	0.105353
2.6832	0.105353	0.107083
2.68419	0.107083	0.108073
2.68498	0.108073	0.108865
2.69582	0.108865	0.118545
2.69888	0.118545	0.113345
2.69984	0.113345	0.114308
2.70066	0.114308	0.115127
2.71152	0.115127	0.119719
2.71427	0.119719	0.122465
2.71547	0.122465	0.123674
2.71643	0.123674	0.124631
2.72383	0.124631	0.132027
2.73021	0.132027	0.129101
2.73137	0.129101	0.130259
2.7323	0.130259	0.131192
2.73967	0.131192	0.138564
2.74528	0.138564	0.138499
2.74686	0.138499	0.140078
2.74798	0.140078	0.141199
2.74885	0.141199	0.142068
2.75615	0.142068	0.138565
2.78081	0.138565	0.102596
2.78247	0.102596	0.104247
2.7835	0.104247	0.105285
2.78434	0.105285	0.106125
2.79605	0.106125	0.112851
2.79845	0.112851	0.102625
2.79938	0.102625	0.103559
2.80675	0.103559	0.110931
2.81166	0.110931	0.115841
2.8138	0.115841	0.117981
2.81499	0.117981	0.119165
2.81592	0.119165	0.120099
