2.24125	2920	8676
2.37303	8676	10131
2.37603	10131	10858
2.38817	10858	11638
2.39195	11638	11929
2.39346	11929	12087
2.39429	12087	12181
2.4119	12181	13636
2.4149	13636	14363
2.42703	14363	15143
2.43081	15143	15434
2.4323	15434	15592
2.43316	15592	15686
2.45844	15686	15713
2.48787	15713	18608
2.49344	18608	19024
2.49429	19024	19110
2.5176	19110	22206
2.51866	22206	22387
2.51958	22387	22497
2.52693	22497	23981
2.53327	23981	25272
2.53581	25272	25832
2.53672	25832	25942
2.54407	25942	27426
2.56049	27426	28910
2.58943	28910	30201
2.59154	30201	30625
2.5927	30625	30806
2.59361	30806	30916
2.60096	30916	32400
2.60689	32400	33983
2.6083	33983	34223
2.60924	34223	34343
2.61006	34343	34423
2.622	34423	36576
2.62631	36576	37590
2.6274	37590	37748
2.62825	37748	37842
2.63963	37842	40390
2.64239	40390	41130
2.6434	41130	41268
2.64427	41268	41366
2.65762	41366	44490
2.65862	44490	44711
2.65951	44711	44811
2.67089	44811	47365
2.67281	47365	47888
2.67429	47888	48146
2.6753	48146	48284
2.67617	48284	48382
2.68565	48382	50545
2.68913	50545	51337
2.69073	51337	51640
2.69188	51640	51810
2.69277	51810	51916
2.70422	51916	54476
2.70695	54476	55216
2.70796	55216	55354
2.70883	55354	55452
2.72037	55452	58187
2.72253	58187	58623
2.72374	58623	58816
2.7247	58816	58938
2.73209	58938	60434
2.73883	60434	62203
2.73995	62203	62367
2.74085	62367	62467
2.75052	62467	64655
2.75379	64655	65441
2.75537	65441	65738
2.75649	65738	65902
2.75736	65902	66002
2.76876	66002	68556
2.77153	68556	69290
2.77248	69290	69422
2.77333	69422	69514
2.78419	69514	72052
2.78613	72052	72459
2.78754	72459	72686
2.78782	72686	72756
2.78895	72756	72920
2.78984	72920	73020
2.79955	73020	75208
2.80364	75208	76195
2.80477	76195	76382
2.80579	76382	76516
2.81721	76516	79070
2.81913	79070	79591
2.95764	79591	80852
2.95764	80852	80680
2.95974	80680	79504
2.98168	79504	78684
2.98168	78684	81791
2.98707	81791	80502
2.99134	80502	79035
2.99134	79035	80073
2.99664	80073	80040
3.0002	80040	78577
3.0002	78577	79454
3.00161	79454	79690
3.01406	79690	79432
3.01406	79432	82357
3.02367	82357	80788
3.03668	80788	77237
3.03668	77237	79432
3.03821	79432	78699
3.03821	78699	79002
3.04583	79002	78879
3.04583	78879	80431
3.05228	80431	80367
3.05553	80367	77614
3.05553	77614	78491
3.05689	78491	78420
3.05689	78420	78646
3.0687	78646	78449
3.0687	78449	81184
3.07691	81184	81029
3.07888	81029	79566
3.0867	79566	79290
3.0867	79290	80892
3.09918	80892	80460
3.10109	80460	79028
3.10109	79028	79464
3.10232	79464	79657
3.1175	79657	79626
3.12509	79626	79517
3.12612	79517	78050
3.12612	78050	78397
3.12714	78397	78535
3.12802	78535	78633
3.14093	78633	81529
3.14146	81529	81124
3.14862	81124	79657
3.23585	79657	82480
3.23585	82480	82232
3.24652	82232	77489
3.24652	77489	79079
3.25658	79079	79044
3.25658	79044	79094
3.26524	79094	79061
3.26524	79061	82014
3.26709	82014	80541
3.30783	80541	78712
3.30783	78712	84616
3.34742	84616	81723
3.3633	81723	81646
3.37092	81646	81578
3.374	81578	80479
3.38875	80479	80446
3.4004	80446	80379
3.4087	80379	78901
3.4087	78901	79371
3.41637	79371	79300
3.41637	79300	80868
3.4248	80868	79351
3.4248	79351	81482
3.43841	81482	79328
3.43841	79328	79806
3.44584	79806	79714
3.46845	79714	79681
3.47597	79681	79560
3.47697	79560	77908
3.47697	77908	78257
3.48235	78257	78102
3.48235	78102	79266
3.48514	79266	77832
3.48514	77832	78451
3.48638	78451	78650
3.49706	78650	79657
3.53327	79657	80647
3.53327	80647	74835
3.55251	74835	79278
3.55388	79278	79711
3.5648	79711	79607
3.57641	79607	79571
3.58691	79571	79503
3.61742	79503	75605
3.61742	75605	77883
3.62101	77883	77852
3.62101	77852	78729
3.62251	78729	78987
3.63003	78987	78948
3.63003	78948	80479
3.64826	80479	80410
3.71732	80410	76660
3.71732	76660	78299
3.73669	78299	78232
3.73669	78232	82914
3.74854	82914	82878
3.75521	82878	82810
3.75788	82810	82774
3.7775	82774	79019
3.7775	79019	82081
3.78966	82081	82017
3.80674	82017	81984
3.8761	81984	84319
3.8761	84319	84012
3.93433	84012	80378
3.94083	80378	80345
3.9513	80345	78911
3.9513	78911	79444
3.95224	79444	79129
3.95224	79129	79254
3.96515	79254	79213
3.96515	79213	82241
3.97274	82241	81998
3.97838	81998	81934
3.99068	81934	81347
4.03114	81347	81104
4.03831	81104	79206
4.03831	79206	80876
4.04326	80876	80845
4.04682	80845	78029
4.04682	78029	78257
4.05506	78257	77451
4.05506	77451	79145
4.07593	79145	79092
4.07593	79092	84326
4.10863	84326	84295
4.11167	84295	83968
4.13283	83968	82265
4.1436	82265	82120
4.14478	82120	80686
4.1523	80686	81984
4.17276	81984	84066
4.17276	84066	80449
4.17528	80449	80418
4.20181	80418	79821
4.20328	79821	79788
